TARGETID,GENENAME,,,Disease Entry, [ICD-11]
T47818,SLC6A14,TARGETID,T47818,,
T47818,SLC6A14,TARGNAME,Amino acid transporter ATB0+ (SLC6A14),,
T47818,SLC6A14,INDICATI,Terminated,Rheumatoid arthritis,[ICD-11: FA20]
,#N/A,,,,
T47863,EPCAM,TARGETID,T47863,,
T47863,EPCAM,TARGNAME,Tumor-associated calcium signal transducer 1 (EPCAM),,
T47863,EPCAM,INDICATI,Phase 3,Bladder cancer,[ICD-11: 2C94]
T47863,EPCAM,INDICATI,Phase 1,Breast cancer,[ICD-11: 2C60-2C6Y]
T47863,EPCAM,INDICATI,Phase 1/2,Colon cancer,[ICD-11: 2B90]
T47863,EPCAM,INDICATI,Discontinued in Phase 2,Colorectal cancer,[ICD-11: 2B91]
T47863,EPCAM,INDICATI,Phase 1/2,Esophageal cancer,[ICD-11: 2B70]
T47863,EPCAM,INDICATI,Phase 2/3,Head and neck cancer,[ICD-11: 2D42]
T47863,EPCAM,INDICATI,Phase 1/2,Liver cancer,[ICD-11: 2C12]
T47863,EPCAM,INDICATI,Phase 1,Lung cancer,[ICD-11: 2C25]
T47863,EPCAM,INDICATI,Phase 1,Melanoma,[ICD-11: 2C30]
T47863,EPCAM,INDICATI,Phase 1,Metastatic tumour,[ICD-11: 2D50-2E2Z]
T47863,EPCAM,INDICATI,Phase 1/2,Pancreatic cancer,[ICD-11: 2C10]
T47863,EPCAM,INDICATI,Phase 1/2,Prostate cancer,[ICD-11: 2C82]
T47863,EPCAM,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T47863,EPCAM,INDICATI,Phase 1/2,Stomach cancer,[ICD-11: 2B72]
,#N/A,,,,
T47864,TDGF1,TARGETID,T47864,,
T47864,TDGF1,TARGNAME,Teratocarcinoma-derived growth factor 1 (TDGF1),,
T47864,TDGF1,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T47885,PRKD1,TARGETID,T47885,,
T47885,PRKD1,TARGNAME,Protein kinase D (PRKD1),,
T47885,PRKD1,INDICATI,Investigative,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T47885,PRKD1,INDICATI,Investigative,Urinary system disease,[ICD-11: GC2Z]
,#N/A,,,,
T47888,S1PR2,TARGETID,T47888,,
T47888,S1PR2,TARGNAME,Sphingosine-1-phosphate receptor 2 (S1PR2),,
T47888,S1PR2,INDICATI,Phase 2,Ulcerative colitis,[ICD-11: DD71]
,#N/A,,,,
T47891,#N/A,TARGETID,T47891,,
T47891,#N/A,TARGNAME,Natural killer cell receptor (NKCR),,
T47891,#N/A,INDICATI,Phase 3,Hepatitis virus infection,[ICD-11: 1E50-1E51]
,#N/A,,,,
T47941,#N/A,TARGETID,T47941,,
T47941,#N/A,TARGNAME,Phosphodiesterase 4 (PDE4),,
T47941,#N/A,INDICATI,Approved,Asthma,[ICD-11: CA23]
T47941,#N/A,INDICATI,Approved,Atopic eczema,[ICD-11: EA80]
T47941,#N/A,INDICATI,Discontinued in Phase 3,Bronchitis,[ICD-11: CA20]
T47941,#N/A,INDICATI,Approved,Castlemans disease,[ICD-11: 4B2Y]
T47941,#N/A,INDICATI,Phase 3,Chronic obstructive pulmonary disease,[ICD-11: CA22]
T47941,#N/A,INDICATI,Approved,Cough,[ICD-11: MD12]
T47941,#N/A,INDICATI,Discontinued in Phase 3,Emphysema,[ICD-11: CA21]
T47941,#N/A,INDICATI,Phase 2,Gram-positive bacterial infection,[ICD-11: 1B74-1F40]
T47941,#N/A,INDICATI,Phase 2,Motor neuron disease,[ICD-11: 8B60]
T47941,#N/A,INDICATI,Phase 2,Multiple sclerosis,[ICD-11: 8A40]
T47941,#N/A,INDICATI,Phase 2,Non-alcoholic fatty liver disease,[ICD-11: DB92]
T47941,#N/A,INDICATI,Phase 2,Opioid use disorder,[ICD-11: 6C43]
T47941,#N/A,INDICATI,Approved,Psoriasis,[ICD-11: EA90]
T47941,#N/A,INDICATI,Phase 2,Psoriasis,ICD-11: EA90
T47941,#N/A,INDICATI,Phase 2,Stimulants use disorder,[ICD-11: 6C46]
T47941,#N/A,INDICATI,Phase 2,Substance abuse,[ICD-11: 6C40]
T47941,#N/A,INDICATI,Phase 1,Type 2 diabetes mellitus,[ICD-11: 5A11]
,#N/A,,,,
T48069,IGF1R,TARGETID,T48069,,
T48069,IGF1R,TARGNAME,Insulin-like growth factor I receptor (IGF1R),,
T48069,IGF1R,INDICATI,Discontinued in Phase 1,Adrenal cancer,[ICD-11: 2D11]
T48069,IGF1R,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T48069,IGF1R,INDICATI,Phase 2,Chronic kidney disease,[ICD-11: GB61]
T48069,IGF1R,INDICATI,Phase 1,Colorectal cancer,[ICD-11: 2B91]
T48069,IGF1R,INDICATI,Phase 2,Extraocular muscle disorder,[ICD-11: 9C82]
T48069,IGF1R,INDICATI,Phase 2,Liver cancer,[ICD-11: 2C12]
T48069,IGF1R,INDICATI,Phase 2,Lung cancer,[ICD-11: 2C25]
T48069,IGF1R,INDICATI,Phase 1,Motor neuron disease,[ICD-11: 8B60]
T48069,IGF1R,INDICATI,Phase 1,Multiple myeloma,[ICD-11: 2A83]
T48069,IGF1R,INDICATI,Approved,Multiple structural anomalies syndrome,[ICD-11: LD2F]
T48069,IGF1R,INDICATI,Phase 1,Pain,[ICD-11: MG30-MG3Z]
T48069,IGF1R,INDICATI,Phase 2,Pancreatic cancer,[ICD-11: 2C10]
T48069,IGF1R,INDICATI,Phase 1,Parkinsonism,[ICD-11: 8A00]
T48069,IGF1R,INDICATI,Approved,Pituitary gland disorder,[ICD-11: 5A60-5A61]
T48069,IGF1R,INDICATI,Phase 1,Retinopathy,[ICD-11: 9B71]
T48069,IGF1R,INDICATI,Phase 3,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T48069,IGF1R,INDICATI,Approved,Thyrotoxicosis,[ICD-11: 5A02]
,#N/A,,,,
T48268,MTNR1B,TARGETID,T48268,,
T48268,MTNR1B,TARGNAME,Melatonin receptor type 1B (MTNR1B),,
T48268,MTNR1B,INDICATI,Terminated,Circadian rhythm sleep disorder,[ICD-11: 7A60-7A65]
T48268,MTNR1B,INDICATI,Phase 3,Epilepsy/seizure,[ICD-11: 8A61-8A6Z]
T48268,MTNR1B,INDICATI,Approved,Insomnia,[ICD-11: 7A00-7A0Z]
,#N/A,,,,
T48429,IL15RA,TARGETID,T48429,,
T48429,IL15RA,TARGNAME,Interleukin 15 receptor alpha (IL15RA),,
T48429,IL15RA,INDICATI,Phase 2,Acute myeloid leukaemia,[ICD-11: 2A60]
T48429,IL15RA,INDICATI,Phase 2,Bladder cancer,[ICD-11: 2C94]
T48429,IL15RA,INDICATI,Phase 1/2,Colorectal cancer,[ICD-11: 2B91]
T48429,IL15RA,INDICATI,Phase 1/2,Head and neck cancer,[ICD-11: 2D42]
T48429,IL15RA,INDICATI,Phase 1,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
T48429,IL15RA,INDICATI,Phase 1/2,Lung cancer,[ICD-11: 2C25]
T48429,IL15RA,INDICATI,Phase 1/2,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T48429,IL15RA,INDICATI,Phase 1,Multiple myeloma,[ICD-11: 2A83]
T48429,IL15RA,INDICATI,Phase 1,Pancreatic cancer,[ICD-11: 2C10]
T48429,IL15RA,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T48457,CR1,TARGETID,T48457,,
T48457,CR1,TARGNAME,Complement receptor type 1 (CR1),,
T48457,CR1,INDICATI,Phase 1,Retinopathy,[ICD-11: 9B71]
,#N/A,,,,
T48470,#N/A,TARGETID,T48470,,
T48470,#N/A,TARGNAME,Hormone unspecific (HOM),,
T48470,#N/A,INDICATI,Phase 1,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T48470,#N/A,INDICATI,Investigative,Indeterminate colitis,[ICD-11: DD72]
,#N/A,,,,
T48472,#N/A,TARGETID,T48472,,
T48472,#N/A,TARGNAME,Bacterial 70S ribosomal RNA (Bact 70S rRNA),,
T48472,#N/A,INDICATI,Approved,Bacterial infection,[ICD-11: 1A00-1C4Z]
T48472,#N/A,INDICATI,Approved,HIV-infected patients with tuberculosis,[ICD-11: 1B10-1B14]
T48472,#N/A,INDICATI,Phase 2,Mycobacterium infection,[ICD-11: 1B10-1B21]
,#N/A,,,,
T48598,KRAS,TARGETID,T48598,,
T48598,KRAS,TARGNAME,GTPase KRas (KRAS),,
T48598,KRAS,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T48703,TLR8,TARGETID,T48703,,
T48703,TLR8,TARGNAME,Toll-like receptor 8 (TLR8),,
T48703,TLR8,INDICATI,Discontinued in Phase 2,Allergic/hypersensitivity disorder,[ICD-11: 4A80-4A8Z]
T48703,TLR8,INDICATI,Investigative,Diabetes mellitus,[ICD-11: 5A10]
T48703,TLR8,INDICATI,Discontinued in Phase 1/2,Diffuse large B-cell lymphoma,[ICD-11: 2A81]
T48703,TLR8,INDICATI,Phase 2,Epidermal dysplasias,[ICD-11: EK90]
T48703,TLR8,INDICATI,Phase 2,Hepatitis virus infection,[ICD-11: 1E50-1E51]
T48703,TLR8,INDICATI,Phase 1/2,Herpes simplex infection,[ICD-11: 1F00]
T48703,TLR8,INDICATI,Phase 2,Lupus erythematosus,[ICD-11: 4A40]
T48703,TLR8,INDICATI,Phase 1,Melanoma,[ICD-11: 2C30]
T48703,TLR8,INDICATI,Phase 2,Mycosis fungoides,[ICD-11: 2B01]
T48703,TLR8,INDICATI,Investigative,Rheumatoid arthritis,[ICD-11: FA20]
T48703,TLR8,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T48703,TLR8,INDICATI,Phase 1,Squamous cell carcinoma,[ICD-11: 2B60-2D01]
T48703,TLR8,INDICATI,Phase 1,Vasomotor/allergic rhinitis,[ICD-11: CA08]
,#N/A,,,,
T48873,SLC18A2,TARGETID,T48873,,
T48873,SLC18A2,TARGNAME,Synaptic vesicle amine transporter (SLC18A2),,
T48873,SLC18A2,INDICATI,Phase 3,Alzheimer disease,[ICD-11: 8A20]
T48873,SLC18A2,INDICATI,Approved,Choreiform disorder,[ICD-11: 8A01]
T48873,SLC18A2,INDICATI,Approved,Dissociative neurological symptom disorder,[ICD-11: 6B60]
T48873,SLC18A2,INDICATI,Approved,Dystonic disorder,[ICD-11: 8A02]
T48873,SLC18A2,INDICATI,Approved,Essential hypertension,[ICD-11: BA00]
T48873,SLC18A2,INDICATI,Approved,Hypertension,[ICD-11: BA00-BA04]
T48873,SLC18A2,INDICATI,Phase 3,Movement disorder,[ICD-11: 8A07-8A0Z]
T48873,SLC18A2,INDICATI,Phase 2,Tic disorder,[ICD-11: 8A05]
T48873,SLC18A2,INDICATI,Phase 2,Unspecific substance use disorder,[ICD-11: 6C4Z]
,#N/A,,,,
T48881,TNFSF14,TARGETID,T48881,,
T48881,TNFSF14,TARGNAME,Herpes virus entry mediator ligand (CD258),,
T48881,TNFSF14,INDICATI,Phase 2,Asthma,ICD-11: CA23
,#N/A,,,,
T48940,#N/A,TARGETID,T48940,,
T48940,#N/A,TARGNAME,HIF-prolyl hydroxylase (HPH),,
T48940,#N/A,INDICATI,Phase 3,Acute disease anaemia,[ICD-11: 3A90]
T48940,#N/A,INDICATI,Phase 1,Anemia,[ICD-11: 3A00-3A9Z]
T48940,#N/A,INDICATI,Approved,Fungal infection,[ICD-11: 1F29-1F2F]
T48940,#N/A,INDICATI,Preclinical,Mineral deficiency,[ICD-11: 5B5K]
T48940,#N/A,INDICATI,Phase 2,Urinary system disease,[ICD-11: GC2Z]
,#N/A,,,,
T48945,TERT,TARGETID,T48945,,
T48945,TERT,TARGNAME,TERT messenger RNA (TERT mRNA),,
T48945,TERT,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T48945,TERT,INDICATI,Investigative,Colorectal cancer,[ICD-11: 2B91]
T48945,TERT,INDICATI,Phase 3,Liver cancer,[ICD-11: 2C12]
T48945,TERT,INDICATI,Approved,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T49040,#N/A,TARGETID,T49040,,
T49040,#N/A,TARGNAME,Glucose metabolism (Glucose metab),,
T49040,#N/A,INDICATI,Phase 2,Metabolic disorder,[ICD-11: 5C50-5D2Z]
,#N/A,,,,
T49049,#N/A,TARGETID,T49049,,
T49049,#N/A,TARGNAME,Immunoglobulin Fc receptor (FCR),,
T49049,#N/A,INDICATI,Investigative,Ischemic heart disease,[ICD-11: BA40-BA6Z]
T49049,#N/A,INDICATI,Approved,Myasthenia gravis,ICD-11: 8C60
T49049,#N/A,INDICATI,Phase 3,Myasthenia gravis,[ICD-11: 8C6Y]
T49049,#N/A,INDICATI,Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
,#N/A,,,,
T49064,LIPF,TARGETID,T49064,,
T49064,LIPF,TARGNAME,Gastric triacylglycerol lipase (LIPF),,
T49064,LIPF,INDICATI,Phase 3,Acute diabete complication,[ICD-11: 5A2Y]
T49064,LIPF,INDICATI,Phase 3,Obesity,[ICD-11: 5B80-5B81]
,#N/A,,,,
T49072,UTS2R,TARGETID,T49072,,
T49072,UTS2R,TARGNAME,Urotensin II receptor (UTS2R),,
T49072,UTS2R,INDICATI,Phase 1,Asthma,[ICD-11: CA23]
T49072,UTS2R,INDICATI,Discontinued in Phase 1,Chronic kidney disease,[ICD-11: GB61]
T49072,UTS2R,INDICATI,Discontinued in Phase 2,Kidney failure,[ICD-11: GB60-GB6Z]
,#N/A,,,,
T49105,PVRIG,TARGETID,T49105,,
T49105,PVRIG,TARGNAME,Transmembrane protein PVRIG (PVRIG),,
T49105,PVRIG,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T49146,HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5,TARGETID,T49146,,
T49146,HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5,TARGNAME,MHC class II antigen DR (HLA-DR),,
T49146,HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5,INDICATI,Phase 1,Influenza,[ICD-11: 1E30-1E32]
T49146,HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5,INDICATI,Phase 1,Leukaemia,[ICD-11: 2A60-2B33]
T49146,HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5,INDICATI,Phase 1,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T49146,HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T49156,PTPN2,TARGETID,T49156,,
T49156,PTPN2,TARGNAME,Tyrosine-protein phosphatase non-receptor type 2 (PTPN2),,
T49156,PTPN2,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T49327,ABCA4,TARGETID,T49327,,
T49327,ABCA4,TARGNAME,ATP-binding cassette transporter A4 (ABCA4),,
T49327,ABCA4,INDICATI,Phase 1/2,Inherited retinal dystrophy,[ICD-11: 9B70]
,#N/A,,,,
T49368,PRKCD,TARGETID,T49368,,
T49368,PRKCD,TARGNAME,PKC-delta messenger RNA (PRKCD mRNA),,
T49368,PRKCD,INDICATI,Investigative,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
,#N/A,,,,
T49453,NOTCH4,TARGETID,T49453,,
T49453,NOTCH4,TARGNAME,Notch-4 receptor (NOTCH4),,
T49453,NOTCH4,INDICATI,Phase 1,Lymphoma,[ICD-11: 2A80-2A86]
T49453,NOTCH4,INDICATI,Phase 1/2,Mature T-cell lymphoma,[ICD-11: 2A90]
T49453,NOTCH4,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T49493,HBA2,TARGETID,T49493,,
T49493,HBA2,TARGNAME,Hemoglobin (HB),,
T49493,HBA2,INDICATI,Terminated,Alopecia,[ICD-11: ED70]
T49493,HBA2,INDICATI,Phase 2/3,Anemia,[ICD-11: 3A00-3A9Z]
T49493,HBA2,INDICATI,Phase 1/2,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T49493,HBA2,INDICATI,Terminated,Cerebral ischaemia,[ICD-11: 8B1Z]
T49493,HBA2,INDICATI,Discontinued in Phase 3,Hypotension,[ICD-11: BA20-BA21]
T49493,HBA2,INDICATI,Approved,Iron deficiency anaemia,[ICD-11: 3A00]
T49493,HBA2,INDICATI,Terminated,Liver cancer,[ICD-11: 2C12]
T49493,HBA2,INDICATI,Phase 3,Lung cancer,[ICD-11: 2C25]
T49493,HBA2,INDICATI,Phase 1/2,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T49493,HBA2,INDICATI,Phase 2,Mineral absorption/transport disorder,[ICD-11: 5C64]
T49493,HBA2,INDICATI,Discontinued in Phase 1,Myeloproliferative neoplasm,[ICD-11: 2A20]
T49493,HBA2,INDICATI,Discontinued in Phase 2,Neutropenia,[ICD-11: 4B00]
T49493,HBA2,INDICATI,Phase 3,Pregnancy/childbirth/puerperium maternal infection,[ICD-11: JB63]
T49493,HBA2,INDICATI,Approved,Sickle-cell disorder,[ICD-11: 3A51]
T49493,HBA2,INDICATI,Phase 2,Thalassaemia,[ICD-11: 3A50]
T49493,HBA2,INDICATI,Terminated,Undiagnosed blood transfusion,[ICD-11: QB98]
T49493,HBA2,INDICATI,Terminated,Unspecific body region injury,[ICD-11: ND56]
,#N/A,,,,
T49507,EPHB4,TARGETID,T49507,,
T49507,EPHB4,TARGNAME,Ephrin type-B receptor 4 (EPHB4),,
T49507,EPHB4,INDICATI,Phase 2,Brain cancer,[ICD-11: 2A00]
T49507,EPHB4,INDICATI,Phase 2,Cystic/dysplastic kidney disease,[ICD-11: GB8Y]
T49507,EPHB4,INDICATI,Phase 2,Lung cancer,[ICD-11: 2C25]
T49507,EPHB4,INDICATI,Phase 2,Metastatic meninges neoplasm,[ICD-11: 2D51]
T49507,EPHB4,INDICATI,Phase 2,Metastatic tumour,[ICD-11: 2D50-2E2Z]
T49507,EPHB4,INDICATI,Investigative,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T49526,KCNQ1,TARGETID,T49526,,
T49526,KCNQ1,TARGNAME,Voltage-gated potassium channel Kv7.1 (KCNQ1),,
T49526,KCNQ1,INDICATI,Approved,Hypertension,[ICD-11: BA00-BA04]
,#N/A,,,,
T49571,#N/A,TARGETID,T49571,,
T49571,#N/A,TARGNAME,Aminotransferase (AT),,
T49571,#N/A,INDICATI,Phase 2,Liver disease,[ICD-11: DB90-DB9Z]
,#N/A,,,,
T49578,#N/A,TARGETID,T49578,,
T49578,#N/A,TARGNAME,Transient receptor potential channel (TRP channel),,
T49578,#N/A,INDICATI,Phase 2,Motor neuron disease,[ICD-11: 8B60]
T49578,#N/A,INDICATI,Phase 2,Multiple sclerosis,[ICD-11: 8A40]
T49578,#N/A,INDICATI,Investigative,Postoperative inflammation,[ICD-11: 1A00-CA43]
T49578,#N/A,INDICATI,Phase 2,Tonus and reflex abnormality,[ICD-11: MB47]
,#N/A,,,,
T49630,OLR1,TARGETID,T49630,,
T49630,OLR1,TARGNAME,Lectin-like oxidized LDL receptor (OLR1),,
T49630,OLR1,INDICATI,Discontinued in Phase 1,Arterial occlusive disease,[ICD-11: BD40]
T49630,OLR1,INDICATI,Phase 2,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T49630,OLR1,INDICATI,Phase 2,Coronary atherosclerosis,[ICD-11: BA80]
,#N/A,,,,
T49639,HSPA1A; HSPA1B,TARGETID,T49639,,
T49639,HSPA1A; HSPA1B,TARGNAME,Heat shock protein 70 (HSP70),,
T49639,HSPA1A; HSPA1B,INDICATI,Discontinued in Phase 2,Acute diabete complication,[ICD-11: 5A2Y]
T49639,HSPA1A; HSPA1B,INDICATI,Phase 1,Diabetic foot ulcer,[ICD-11: BD54]
T49639,HSPA1A; HSPA1B,INDICATI,Investigative,Heart failure,[ICD-11: BD10-BD1Z]
T49639,HSPA1A; HSPA1B,INDICATI,Phase 1,Herpes simplex infection,[ICD-11: 1F00]
T49639,HSPA1A; HSPA1B,INDICATI,Phase 2,Leukaemia,[ICD-11: 2A60-2B33]
T49639,HSPA1A; HSPA1B,INDICATI,Phase 1,Malignant digestive organ neoplasm,[ICD-11: 2C11]
T49639,HSPA1A; HSPA1B,INDICATI,Phase 1,Metastatic malignant neoplasm,[ICD-11: 2D50-2E09]
T49639,HSPA1A; HSPA1B,INDICATI,Discontinued in Phase 2,Motor neuron disease,[ICD-11: 8B60]
T49639,HSPA1A; HSPA1B,INDICATI,Phase 2,Neuropathy,[ICD-11: 8C0Z]
T49639,HSPA1A; HSPA1B,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T49639,HSPA1A; HSPA1B,INDICATI,Phase 1,Stomach cancer,[ICD-11: 2B72]
T49639,HSPA1A; HSPA1B,INDICATI,Discontinued in Phase 2,Supraventricular tachyarrhythmia,[ICD-11: BC81]
,#N/A,,,,
T49689,#N/A,TARGETID,T49689,,
T49689,#N/A,TARGNAME,Immunoglobulin G1k (IgG1k),,
T49689,#N/A,INDICATI,Phase 1,Sickle-cell disorder,[ICD-11: 3A51]
,#N/A,,,,
T49736,CD6,TARGETID,T49736,,
T49736,CD6,TARGNAME,T-cell differentiation antigen CD6 (TP120),,
T49736,CD6,INDICATI,Phase 3,Diabetes mellitus,[ICD-11: 5A10]
,#N/A,,,,
T49755,LRP6,TARGETID,T49755,,
T49755,LRP6,TARGNAME,LDL receptor related protein-6 (LRP-6),,
T49755,LRP6,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T49814,#N/A,TARGETID,T49814,,
T49814,#N/A,TARGNAME,Bacterial Deoxyribonucleic acid (Bact DNA),,
T49814,#N/A,INDICATI,Approved,Amoebiasis,[ICD-11: 1A36]
T49814,#N/A,INDICATI,Approved,Blastomycosis,[ICD-11: 1F22]
T49814,#N/A,INDICATI,Approved,Bowel habit change,[ICD-11: ME05]
T49814,#N/A,INDICATI,Phase 2,Clostridium difficile enterocolitis,[ICD-11: 1A04]
T49814,#N/A,INDICATI,Approved,Crohn disease,[ICD-11: DD70]
T49814,#N/A,INDICATI,Investigative,Mycobacterium infection,[ICD-11: 1B10-1B21]
T49814,#N/A,INDICATI,Approved,Sepsis,[ICD-11: 1G40-1G41]
T49814,#N/A,INDICATI,Approved,Urinary tract infection,[ICD-11: GC08]
,#N/A,,,,
T49833,#N/A,TARGETID,T49833,,
T49833,#N/A,TARGNAME,TNF/IL-10 release (TNF/IL10 rele),,
T49833,#N/A,INDICATI,Phase 2,Postoperative inflammation,[ICD-11: 1A00-CA43]
,#N/A,,,,
T49898,CDK1,TARGETID,T49898,,
T49898,CDK1,TARGNAME,Cyclin-dependent kinase 1 (CDK1),,
T49898,CDK1,INDICATI,Patented,Allergic/hypersensitivity disorder,[ICD-11: 4A80-4A8Z]
T49898,CDK1,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T49898,CDK1,INDICATI,Phase 2,Lung cancer,[ICD-11: 2C25]
T49898,CDK1,INDICATI,Phase 1,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T49898,CDK1,INDICATI,Phase 2,Mature B-cell lymphoma,[ICD-11: 2A85]
T49898,CDK1,INDICATI,Investigative,Nasopharyngeal cancer,[ICD-11: 2B6B]
T49898,CDK1,INDICATI,Preclinical,Obesity,[ICD-11: 5B80-5B81]
T49898,CDK1,INDICATI,Investigative,Pain,[ICD-11: MG30-MG3Z]
T49898,CDK1,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T49898,CDK1,INDICATI,Patented,Transplant rejection,[ICD-11: NE84]
,#N/A,,,,
T49989,TGFBR2,TARGETID,T49989,,
T49989,TGFBR2,TARGNAME,TGF-beta receptor type II (TGFBR2),,
T49989,TGFBR2,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T50066,CLCN2,TARGETID,T50066,,
T50066,CLCN2,TARGNAME,Chloride channel protein 2 (CLC-2),,
T50066,CLCN2,INDICATI,Phase 2,Alopecia,[ICD-11: ED70]
T50066,CLCN2,INDICATI,Approved,Chronic pancreatitis,[ICD-11: DC32]
,#N/A,,,,
T50089,S1PR5,TARGETID,T50089,,
T50089,S1PR5,TARGNAME,Sphingosine-1-phosphate receptor 5 (S1PR5),,
T50089,S1PR5,INDICATI,Phase 1,Multiple sclerosis,[ICD-11: 8A40]
,#N/A,,,,
T50261,#N/A,TARGETID,T50261,,
T50261,#N/A,TARGNAME,PI3-kinase (PIK3C),,
T50261,#N/A,INDICATI,Investigative,Breast cancer,[ICD-11: 2C60-2C6Y]
,#N/A,,,,
T50269,GLRA1,TARGETID,T50269,,
T50269,GLRA1,TARGNAME,Strychnine-binding glycine receptor (GLRA1),,
T50269,GLRA1,INDICATI,Terminated,Sepsis,[ICD-11: 1G40-1G41]
T50269,GLRA1,INDICATI,Approved,Tonus and reflex abnormality,[ICD-11: MB47]
,#N/A,,,,
T50289,BMP7,TARGETID,T50289,,
T50289,BMP7,TARGNAME,Bone morphogenetic protein 7 (BMP7),,
T50289,BMP7,INDICATI,Phase 2,Kidney fibrosis,[ICD-11: GC01]
,#N/A,,,,
T50444,CTGF,TARGETID,T50444,,
T50444,CTGF,TARGNAME,Connective tissue growth factor (CTGF),,
T50444,CTGF,INDICATI,Phase 1b,Chronic kidney disease,[ICD-11: GB61]
T50444,CTGF,INDICATI,Phase 2,Idiopathic interstitial pneumonitis,[ICD-11: CB03]
T50444,CTGF,INDICATI,Phase 2,Pancreatic cancer,[ICD-11: 2C10]
T50444,CTGF,INDICATI,Phase 2,Schizoaffective disorder,[ICD-11: 6A21]
T50444,CTGF,INDICATI,Phase 2,Schizophrenia,[ICD-11: 6A20]
T50444,CTGF,INDICATI,Phase 2,Type 2 diabetes mellitus,[ICD-11: 5A11]
,#N/A,,,,
T50445,CD40,TARGETID,T50445,,
T50445,CD40,TARGNAME,CD40 messenger RNA (CD40 mRNA),,
T50445,CD40,INDICATI,Phase 1,Graft-versus-host disease,[ICD-11: 4B24]
,#N/A,,,,
T50461,#N/A,TARGETID,T50461,,
T50461,#N/A,TARGNAME,Ribonuclease (RNase),,
T50461,#N/A,INDICATI,Phase 2,Cervical cancer,[ICD-11: 2C77]
T50461,#N/A,INDICATI,Phase 1,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
T50461,#N/A,INDICATI,Phase 2,Lung cancer,[ICD-11: 2C25]
T50461,#N/A,INDICATI,Terminated,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T50547,Malaria PLA1,TARGETID,T50547,,
T50547,Malaria PLA1,TARGNAME,Plasmodium Plasmepsin 1 (Malaria PLA1),,
T50547,Malaria PLA1,INDICATI,Terminated,Malaria,[ICD-11: 1F40-1F45]
,#N/A,,,,
T50584,BPI,TARGETID,T50584,,
T50584,BPI,TARGNAME,Protein bactericidal permeability-increasing (BPI),,
T50584,BPI,INDICATI,Phase 2,Acne vulgaris,[ICD-11: ED80]
,#N/A,,,,
T50594,PIM1,TARGETID,T50594,,
T50594,PIM1,TARGNAME,Serine/threonine-protein kinase pim-1 (PIM1),,
